timeSeriesDesc,geoLevelValueDesc,label,countsMales,countsPercentageMales,countsFemales,countsPercentageFemales,Province,District,Municipality,ReportType
Census 2022,Kgatelopele,75-79,46,0.2,84,0.4,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,70-74,145,0.7,167,0.8,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,65-69,218,1.1,262,1.3,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,60-64,388,2.0,350,1.8,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,55-59,452,2.3,525,2.6,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,50-54,494,2.5,501,2.5,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,45-49,508,2.6,556,2.8,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,40-44,675,3.4,704,3.5,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,35-39,752,3.8,793,4.0,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,30-34,895,4.5,845,4.3,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,25-29,818,4.1,795,4.0,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,20-24,837,4.2,820,4.1,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,15-19,932,4.7,893,4.5,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,10-14,882,4.4,897,4.5,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,5-9,891,4.5,876,4.4,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Kgatelopele,0-4,885,4.5,856,4.3,Northern Cape,Z F Mgcawu,Kgatelopele,DsAgeGroups
Census 2022,Tsantsabane,85+,29,0.1,74,0.2,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,80-84,94,0.3,160,0.5,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,75-79,118,0.4,228,0.7,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,70-74,192,0.6,317,1.0,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,65-69,306,1.0,428,1.4,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,60-64,432,1.4,549,1.8,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,55-59,499,1.6,612,2.0,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,50-54,703,2.3,768,2.5,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,45-49,953,3.1,956,3.1,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,40-44,1203,3.9,1080,3.5,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,35-39,1666,5.4,1278,4.1,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,30-34,1790,5.8,1484,4.8,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,25-29,1578,5.1,1489,4.8,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,20-24,1582,5.1,1357,4.4,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,15-19,1160,3.7,1237,4.0,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,10-14,1207,3.9,1219,3.9,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,5-9,1034,3.3,1012,3.3,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Tsantsabane,0-4,1096,3.5,1078,3.5,Northern Cape,Z F Mgcawu,Tsantsabane,DsAgeGroups
Census 2022,Breede Valley,85+,246,0.1,588,0.3,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,80-84,371,0.2,811,0.4,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,75-79,758,0.4,1248,0.6,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,70-74,1408,0.7,2114,1.0,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,65-69,2278,1.1,3141,1.5,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,60-64,3373,1.6,4656,2.2,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,55-59,4404,2.1,5399,2.5,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,50-54,5461,2.6,6157,2.9,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,45-49,6437,3.0,6338,3.0,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,40-44,7171,3.4,7476,3.5,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,35-39,9022,4.2,8558,4.0,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,30-34,9527,4.5,8898,4.2,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,25-29,9163,4.3,12369,5.8,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,20-24,9335,4.4,9247,4.3,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,15-19,8513,4.0,8377,3.9,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,10-14,8557,4.0,8401,4.0,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,5-9,7550,3.6,7770,3.7,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Breede Valley,0-4,9057,4.3,8493,4.0,Western Cape,Cape Winelands,Breede Valley,DsAgeGroups
Census 2022,Drakenstein,85+,305,0.1,755,0.3,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,80-84,576,0.2,1185,0.4,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,75-79,1314,0.5,2080,0.8,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,70-74,2181,0.8,3047,1.1,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,65-69,3658,1.3,4758,1.7,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,60-64,4867,1.8,6413,2.3,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,55-59,6498,2.3,8142,2.9,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,50-54,7564,2.7,8906,3.2,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,45-49,7880,2.8,8907,3.2,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,40-44,9575,3.5,9830,3.6,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,35-39,12033,4.3,12152,4.4,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,30-34,12173,4.4,12159,4.4,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,25-29,12364,4.5,12266,4.4,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,20-24,11720,4.2,11832,4.3,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,15-19,9746,3.5,9983,3.6,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,10-14,10566,3.8,10576,3.8,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,5-9,9958,3.6,9693,3.5,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Drakenstein,0-4,11006,4.0,10126,3.7,Western Cape,Cape Winelands,Drakenstein,DsAgeGroups
Census 2022,Langeberg,85+,158,0.2,287,0.3,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,80-84,270,0.3,405,0.4,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,75-79,488,0.5,706,0.8,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,70-74,786,0.8,1058,1.1,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,65-69,1390,1.5,1637,1.7,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,60-64,1754,1.9,2346,2.5,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,55-59,2198,2.3,2708,2.9,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,50-54,2458,2.6,3025,3.2,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,45-49,2601,2.8,2969,3.2,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,40-44,3013,3.2,3240,3.4,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,35-39,3793,4.0,3936,4.2,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,30-34,3958,4.2,4118,4.4,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,25-29,4153,4.4,4312,4.6,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,20-24,4070,4.3,4024,4.3,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,15-19,3386,3.6,3530,3.8,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,10-14,3442,3.7,3665,3.9,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,5-9,3435,3.7,3098,3.3,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Langeberg,0-4,3885,4.1,3743,4.0,Western Cape,Cape Winelands,Langeberg,DsAgeGroups
Census 2022,Stellenbosch,85+,225,0.1,518,0.3,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,80-84,383,0.2,653,0.4,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,75-79,723,0.4,1097,0.6,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,70-74,1327,0.8,1568,0.9,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,65-69,1949,1.1,2581,1.5,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,60-64,2650,1.5,3297,1.9,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,55-59,3435,2.0,4179,2.4,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,50-54,4173,2.4,4916,2.8,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,45-49,4646,2.6,5160,2.9,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,40-44,6259,3.6,6385,3.6,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,35-39,7730,4.4,7555,4.3,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,30-34,8187,4.7,8069,4.6,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,25-29,8980,5.1,8952,5.1,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,20-24,10020,5.7,10189,5.8,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,15-19,6354,3.6,7099,4.0,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,10-14,5787,3.3,6223,3.5,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,5-9,5463,3.1,5406,3.1,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Stellenbosch,0-4,6775,3.9,6492,3.7,Western Cape,Cape Winelands,Stellenbosch,DsAgeGroups
Census 2022,Witzenberg,85+,105,0.1,279,0.3,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,80-84,169,0.2,382,0.4,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,75-79,367,0.4,538,0.5,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,70-74,634,0.6,879,0.8,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,65-69,1105,1.1,1414,1.4,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,60-64,1628,1.6,1996,1.9,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,55-59,2136,2.1,2495,2.4,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,50-54,2589,2.5,2921,2.8,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,45-49,2892,2.8,3309,3.2,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,40-44,3859,3.7,3574,3.4,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,35-39,4773,4.6,4603,4.4,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,30-34,5092,4.9,4894,4.7,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,25-29,5310,5.1,4984,4.8,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,20-24,5054,4.9,4740,4.6,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,15-19,3843,3.7,3861,3.7,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,10-14,3810,3.7,3793,3.7,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,5-9,3598,3.5,3651,3.5,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Witzenberg,0-4,4244,4.1,4141,4.0,Western Cape,Cape Winelands,Witzenberg,DsAgeGroups
Census 2022,Beaufort West,85+,54,0.1,232,0.3,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,80-84,138,0.2,293,0.4,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,75-79,254,0.3,494,0.7,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,70-74,492,0.7,757,1.0,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,65-69,804,1.1,1205,1.7,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,60-64,1210,1.7,1547,2.1,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,55-59,1476,2.0,1827,2.5,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,50-54,1769,2.4,2079,2.8,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,45-49,1820,2.5,2069,2.8,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,40-44,2259,3.1,2459,3.4,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,35-39,2599,3.6,2806,3.8,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,30-34,2748,3.8,2895,4.0,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,25-29,2651,3.6,2794,3.8,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,20-24,2989,4.1,3216,4.4,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,15-19,3351,4.6,3455,4.7,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,10-14,3758,5.1,3606,4.9,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,5-9,3357,4.6,3362,4.6,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Beaufort West,0-4,3123,4.3,3024,4.1,Western Cape,Central Karoo,Beaufort West,DsAgeGroups
Census 2022,Laingsburg,85+,10,0.1,32,0.3,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,80-84,19,0.2,41,0.4,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,75-79,53,0.5,82,0.7,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,70-74,95,0.8,137,1.2,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,65-69,144,1.3,194,1.7,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,60-64,233,2.1,263,2.3,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,55-59,221,1.9,269,2.4,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,50-54,356,3.1,375,3.3,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,45-49,290,2.5,405,3.6,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,40-44,394,3.5,395,3.5,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,35-39,453,4.0,380,3.3,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,30-34,453,4.0,468,4.1,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,25-29,441,3.9,451,4.0,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,20-24,524,4.6,479,4.2,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,15-19,430,3.8,485,4.3,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,10-14,474,4.2,449,4.0,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,5-9,485,4.3,477,4.2,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Laingsburg,0-4,468,4.1,444,3.9,Western Cape,Central Karoo,Laingsburg,DsAgeGroups
Census 2022,Prince Albert,85+,32,0.2,56,0.3,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,80-84,28,0.2,60,0.3,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,75-79,73,0.4,97,0.5,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,70-74,131,0.7,189,1.1,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,65-69,246,1.4,233,1.3,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,60-64,258,1.4,381,2.1,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,55-59,436,2.4,492,2.8,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,50-54,430,2.4,525,2.9,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,45-49,430,2.4,535,3.0,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,40-44,518,2.9,587,3.3,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,35-39,559,3.1,624,3.5,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,30-34,608,3.4,685,3.8,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,25-29,732,4.1,822,4.6,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,20-24,731,4.1,768,4.3,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,15-19,718,4.0,707,4.0,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,10-14,810,4.5,735,4.1,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,5-9,781,4.4,778,4.4,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,Prince Albert,0-4,1041,5.8,999,5.6,Western Cape,Central Karoo,Prince Albert,DsAgeGroups
Census 2022,City of Cape Town,85+,6862,0.1,15603,0.3,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,80-84,11834,0.2,20000,0.4,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,75-79,21245,0.4,33193,0.7,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,70-74,34710,0.7,50163,1.1,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,65-69,51744,1.1,72203,1.5,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,60-64,72947,1.5,95085,2.0,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,55-59,92249,1.9,114323,2.4,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,50-54,109225,2.3,127335,2.7,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,45-49,133455,2.8,147099,3.1,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,40-44,184675,3.9,186469,3.9,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,35-39,223988,4.7,228203,4.8,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,30-34,227048,4.8,229801,4.8,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,25-29,224984,4.7,233101,4.9,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,20-24,210936,4.4,204639,4.3,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,15-19,163120,3.4,175322,3.7,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,10-14,176872,3.7,182943,3.8,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,5-9,165771,3.5,166684,3.5,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,City of Cape Town,0-4,195572,4.1,182952,3.8,Western Cape,City of Cape Town,City of Cape Town,DsAgeGroups
Census 2022,Bitou,85+,159,0.2,256,0.4,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,80-84,271,0.4,316,0.5,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,75-79,517,0.8,611,0.9,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,70-74,731,1.1,848,1.3,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,65-69,855,1.3,997,1.5,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,60-64,1024,1.6,1406,2.2,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,55-59,1363,2.1,1576,2.4,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,50-54,1528,2.3,1769,2.7,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,45-49,1788,2.7,2095,3.2,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,40-44,2684,4.1,2594,4.0,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,35-39,2998,4.6,3108,4.8,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,30-34,2628,4.0,2938,4.5,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,25-29,2981,4.6,2708,4.2,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,20-24,2497,3.8,2580,4.0,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,15-19,2295,3.5,2444,3.7,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,10-14,2515,3.9,2669,4.1,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,5-9,2100,3.2,2203,3.4,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,Bitou,0-4,2716,4.2,2472,3.8,Western Cape,Garden Route,Bitou,DsAgeGroups
Census 2022,George,85+,619,0.2,1027,0.3,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,80-84,1038,0.4,1540,0.5,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,75-79,1875,0.6,2572,0.9,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,70-74,2857,1.0,3752,1.3,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,65-69,3923,1.3,5032,1.7,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,60-64,5184,1.8,6405,2.2,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,55-59,6192,2.1,7348,2.5,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,50-54,7384,2.5,8315,2.8,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,45-49,8045,2.7,9091,3.1,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,40-44,10600,3.6,10102,3.4,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,35-39,12753,4.3,12270,4.2,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,30-34,12955,4.4,12322,4.2,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,25-29,13837,4.7,13035,4.4,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,20-24,12366,4.2,12304,4.2,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,15-19,11143,3.8,11502,3.9,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,10-14,11374,3.9,11649,3.9,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,5-9,10500,3.6,10386,3.5,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,George,0-4,12319,4.2,11307,3.8,Western Cape,Garden Route,George,DsAgeGroups
Census 2022,Hessequa,85+,187,0.3,400,0.6,Western Cape,Garden Route,Hessequa,DsAgeGroups
Census 2022,Hessequa,80-84,368,0.5,502,0.7,Western Cape,Garden Route,Hessequa,DsAgeGroups
